,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL005478,50.42856906,2.070851416,0.359946563,-5.753219037,8.76E-09,4.65E-08
AAEL005479,914.279035,3.513141545,0.195982088,-17.92582977,7.41E-72,8.74E-70
AAEL005481,224.8023054,0.464697182,0.20071959,-2.315156096,0.020604391,0.040541663
AAEL005482,93.63387975,-1.230564014,0.286830279,4.290216557,1.78E-05,6.27E-05
AAEL005483,6.688563565,-1.228428566,0.832611408,1.475392427,0.14010707,0.21021351
AAEL005484,43.47642853,-6.732136209,1.073986837,6.268360074,3.65E-10,2.26E-09
AAEL005485,32.75957385,1.893996503,0.399973929,-4.735299889,2.19E-06,8.74E-06
AAEL005487,1.845972057,-0.380838405,1.507009871,0.252711288,0.800491325,0.85051821
AAEL005489,1.83559706,4.634097888,1.939730598,-2.389042011,0.016892371,0.034135745
AAEL005490,27.29826702,5.034506759,0.734516639,-6.854176597,7.17E-12,5.27E-11
AAEL005491,19.63568392,1.676131901,0.509608855,-3.289055682,0.001005241,0.00268328
AAEL005492,432.3076459,0.41552578,0.149872754,-2.772523809,0.005562345,0.012643925
AAEL005493,170.9684068,-0.575490095,0.234008559,2.459269425,0.013922009,0.028790185
AAEL005496,312.0240492,1.145193813,0.34118481,-3.356520512,0.000789299,0.002146837
AAEL005500,295.598306,0.100745702,0.202582717,-0.497306497,0.618972931,0.697322451
AAEL005503,2.306491598,0.577087579,1.322113643,-0.436488634,0.662482244,0.7350287
AAEL005504,65.72487295,-0.069709284,0.288188539,0.241887772,0.808867125,0.857625138
AAEL005507,10.8157769,-0.314918284,0.711425331,0.442658239,0.658012953,0.731026213
AAEL005508,1153.807706,0.672693294,0.185380978,-3.62870723,0.000284844,0.000836429
AAEL005510,56.45191252,-1.786207756,0.333862038,5.350137339,8.79E-08,4.17E-07
AAEL005515,2192.908136,-0.849387767,0.176378516,4.815709916,1.47E-06,5.97E-06
AAEL005518,8.761123679,0.812781888,0.705479324,-1.152098809,0.249280473,0.338317901
AAEL005520,149.8114426,-0.300150954,0.314992369,0.952883255,0.340649225,0.435023763
AAEL005521,480.9837135,-0.291958383,0.166409658,1.754455754,0.079352445,0.130985692
AAEL005522,221.9877348,-0.416296622,0.221911491,1.875957932,0.060661057,0.103995724
AAEL005524,1086.175193,-0.211595864,0.151902776,1.392969044,0.163629152,0.239067692
AAEL005525,2.638080691,0.569328031,1.337560106,-0.425646689,0.670365314,0.741196567
AAEL005526,150.8106889,-0.981586564,0.248791535,3.94541785,7.97E-05,0.000254209
AAEL005527,98.23197007,0.593525997,0.293138968,-2.024725685,0.04289554,0.076657449
AAEL005528,437.740047,-1.385512735,0.194755583,7.114110472,1.13E-12,8.89E-12
AAEL005530,53.14432725,1.197033917,0.336805327,-3.554082496,0.0003793,0.001095065
